title,community,ApartmentTpye,perPrice,address,houseSize,down-payment,startYear,toward,pricePerMonth,houseTpye,floor,decorate,rightLimit,lift,houseAge,rightProperty,SingelHouse,detailUrl
灏景园独立别墅花园300方,灏景园(别墅),4室2厅4卫,17900 元/m²,蓬江区－乐宜居－杜阮北一路,200平方米,107.40万,2008年,南,,别墅,共3层,精装修,70年,无,满二年,商品房,是,https://jiangmen.anjuke.com/prop/view/A1577290090?from=filter&spread=commsearch_p&position=1545&kwtype=filter&now_time=1556448549
外海精装一手楼盘孔雀城公园里！精装三房两卫！首付20万,江悦城公园里,3室2厅1卫,9021 元/m²,江海区－高新区－南山路,92平方米,24.90万,2010年,南,,普通住宅,低层(共18层),精装修,满二年,否,https://jiangmen.anjuke.com/prop/view/A1628036000?from=filter&spread=commsearch_p&position=1546&kwtype=filter&now_time=1556448549
首付9万金泽蓝湾电梯小区9楼25万两房精装,金泽蓝湾,2室1厅1卫,4545 元/m²,新会区－新会周边－骏发路2号1座,55平方米,7.50万,2015年,南北,,普通住宅,中层(共16层),精装修,70年,有,满五年,商品房,否,https://jiangmen.anjuke.com/prop/view/A1656008721?from=filter&spread=commsearch_p&position=1547&kwtype=filter&now_time=1556448549
200平方大露台 无遮挡 采光好 时尚精致装修 直接拧包入住,保利中汇花园,3室2厅1卫,16667 元/m²,蓬江区－滨江新区－天沙河路,90平方米,45.00万,2014年,西南,,普通住宅,低层(共15层),精装修,70年,有,满二年,商品房,否,https://jiangmen.anjuke.com/prop/view/A1629575153?from=filter&spread=commsearch_p&position=1548&kwtype=filter&now_time=1556448549
笋笋笋 双龙地段 繁华街道 电梯中层 毛坯4房 环境优雅，仅,泮海蓝湾,3室2厅2卫,11078 元/m²,蓬江区－双龙广场－迎宾大道50号,128平方米,42.54万,2015年,南北,,普通住宅,中层(共29层),毛坯,70年,有,不满二年,商品房,否,https://jiangmen.anjuke.com/prop/view/A1606835886?from=filter&spread=commsearch_p&position=1549&kwtype=filter&now_time=1556448549
益丽花园附近  新净装修3房  通风对流 光线好,益丽花园,3室2厅2卫,6484 元/m²,蓬江区－蓬江周边－民丰路,128平方米,24.90万,2008年,南北,,普通住宅,高层(共7层),精装修,70年,无,满二年,商品房,否,https://jiangmen.anjuke.com/prop/view/A1641395740?from=filter&spread=commsearch_p&position=1550&kwtype=filter&now_time=1556448549
有钥匙，兴华苑小区管理送50平露台千里挑一的好房子诚售,兴华苑,3室2厅4卫,7190 元/m²,蓬江区－江华小学－东华一路,121平方米,26.10万,2003年,南,,普通住宅,中层(共6层),精装修,70年,无,满五年,商品房,否,https://jiangmen.anjuke.com/prop/view/A1672584178?from=filter&spread=commsearch_p&position=1551&kwtype=filter&now_time=1556448549
首付19万电梯中层精装三房不靠路送全家私家电拎包便可入住,星河花园,3室2厅2卫,9660 元/m²,蓬江区－双龙广场－双龙大道51号,127.3平方米,36.90万,2008年,东南,,普通住宅,高层(共11层),精装修,70年,有,满二年,商品房,否,https://jiangmen.anjuke.com/prop/view/A1661807727?from=filter&spread=commsearch_p&position=1552&kwtype=filter&now_time=1556448549
保利大都会三期 小区中间位置 靓楼层 超笋价,保利中悦花园,3室2厅2卫,14607 元/m²,蓬江区－滨江新区－天沙河大道46号,89平方米,39.00万,2015年,东南,,普通住宅,中层(共18层),精装修,70年,有,满二年,商品房,否,https://jiangmen.anjuke.com/prop/view/A1613114255?from=filter&spread=commsearch_p&position=1553&kwtype=filter&now_time=1556448549
安居验证房源！岭南印象 115万 3室2厅2卫 毛坯，路段，,岭南印象,3室2厅2卫,11058 元/m²,蓬江区－地王广场－胜利北路,104平方米,34.50万,2016年,南,,普通住宅,中层(共27层),毛坯,70年,有,满五年,商品房,否,https://jiangmen.anjuke.com/prop/view/A1646151878?from=filter&spread=commsearch_p&position=1554&kwtype=filter&now_time=1556448549
灏景园精装两房出售！,灏景园,2室2厅1卫,7126 元/m²,蓬江区－乐宜居－杜阮北一路,87平方米,18.60万,2005年,南,,普通住宅,高层(共6层),精装修,70年,无,满五年,商品房,否,https://jiangmen.anjuke.com/prop/view/A1599954339?from=filter&spread=commsearch_p&position=1555&kwtype=filter&now_time=1556448549
单价8500 带精装修 3房4房都有 可以接送派车看房,中心南路小区,3室2厅2卫,8302 元/m²,新会区－信合大厦－中心南路,106平方米,26.40万,2018年,南,,普通住宅,中层(共31层),精装修,70年,有,满五年,商品房,否,https://jiangmen.anjuke.com/prop/view/A1654155513?from=filter&spread=commsearch_p&position=1556&kwtype=filter&now_time=1556448549
稀有盘育德怡兴苑低层大四房 单价低至7字头 装修保养好,怡兴苑,4室2厅2卫,7681 元/m²,蓬江区－育德－乐美路,140.6平方米,32.40万,2003年,南北,,普通住宅,中层(共8层),精装修,70年,无,满二年,商品房,否,https://jiangmen.anjuke.com/prop/view/A1652022349?from=filter&spread=commsearch_p&position=1557&kwtype=filter&now_time=1556448549
"秒杀 碧桂园南湖郡精装3房,无住过，送小车位，140万",碧桂园南湖郡,3室2厅2卫,15556 元/m²,新会区－新会周边－文德路,90平方米,42.00万,2016年,东,,平房,低层(共30层),精装修,70年,有,满二年,商品房,是,https://jiangmen.anjuke.com/prop/view/A1668370336?from=filter&spread=commsearch_p&position=1558&kwtype=filter&now_time=1556448549
泉林温泉公寓，首付7万起，月租抵月供，带精装修，不限购,奥园御山湖,1室1厅1卫,7500 元/m²,恩平市－恩平周边－泉林路1号,40平方米,9.00万,2018年,南,,普通住宅,中层(共22层),精装修,70年,有,满二年,商品房,是,https://jiangmen.anjuke.com/prop/view/A1660688313?from=filter&spread=commsearch_p&position=1559&kwtype=filter&now_time=1556448549
城西中等楼层 低首期 送五平方车房 低税费,怡景花园,3室2厅1卫,4139 元/m²,台山市－台山城区－环市西路,72平方米,8.94万,1994年,南,,普通住宅,高层(共8层),精装修,70年,无,满五年,使用权,是,https://jiangmen.anjuke.com/prop/view/A1609430606?from=filter&spread=commsearch_p&position=1560&kwtype=filter&now_time=1556448549
雁山湖！与九江一桥之隔 半刻钟达千灯湖 只需4分之一的价格！,时代雁山湖,4室2厅2卫,7777 元/m²,鹤山市－中山路－雁前路79号,126平方米,29.40万,2018年,南北,,普通住宅,中层(共30层),精装修,不满二年,是,https://jiangmen.anjuke.com/prop/view/A1628141831?from=filter&spread=commsearch_p&position=1561&kwtype=filter&now_time=1556448589
阳光金沙13楼，4房2厅2卫，毛坯,阳光金沙,4室2厅2卫,8769 元/m²,新会区－新会周边－金牛路23号,130平方米,34.20万,2016年,南北,,普通住宅,高层(共18层),毛坯,满二年,是,https://jiangmen.anjuke.com/prop/view/A1586866240?from=filter&spread=commsearch_p&position=1562&kwtype=filter&now_time=1556448589
北新区笋盘来袭！单价低首付36万买大3房拎包入住，满五免个税,江门奥园,3室2厅2卫,10831 元/m²,蓬江区－中天国际－建设二路,115.4平方米,37.50万,2012年,南,,普通住宅,高层(共18层),豪华装修,满五年,是,https://jiangmen.anjuke.com/prop/view/A1621233274?from=filter&spread=commsearch_p&position=1563&kwtype=filter&now_time=1556448589
实小学，位碧桂园盛世名门，毛坯三房，随时看房,碧桂园盛世名门,3室2厅2卫,14298 元/m²,新会区－新会周边－葵城一路41号,110.5平方米,47.40万,2018年,南,,普通住宅,低层(共30层),毛坯,满五年,否,https://jiangmen.anjuke.com/prop/view/A1614202170?from=filter&spread=commsearch_p&position=1564&kwtype=filter&now_time=1556448589
坚美园大三房，南北对流靓楼层，位置居中，随时约看！,碧桂园坚美园,3室2厅2卫,8065 元/m²,鹤山市－坚美广场－鹤山大道,124平方米,30.00万,2014年,南北,,普通住宅,中层(共30层),毛坯,70年,有,满二年,商品房,是,https://jiangmen.anjuke.com/prop/view/A1584164225?from=filter&spread=commsearch_p&position=1565&kwtype=filter&now_time=1556448589
五邑碧桂园电梯高层，向南户型，保养好,五邑碧桂园,4室2厅2卫,8931 元/m²,蓬江区－蓬江周边－群福路,159平方米,42.60万,2009年,南,,普通住宅,高层(共11层),精装修,70年,有,满五年,商品房,是,https://jiangmen.anjuke.com/prop/view/A1567722871?from=filter&spread=commsearch_p&position=1566&kwtype=filter&now_time=1556448589
凤山水岸二期 21户型 正规三房两厅 现楼出售即买即装修,凤山水岸,3室2厅1卫,11932 元/m²,蓬江区－乐宜居－双龙大道68号,88平方米,31.50万,2015年,东,,普通住宅,低层(共30层),毛坯,70年,有,满五年,商品房,是,https://jiangmen.anjuke.com/prop/view/A1595714690?from=filter&spread=commsearch_p&position=1567&kwtype=filter&now_time=1556448589
峻廷湾联排别墅建筑面积300方花园150方仅售250万,峻廷湾(别墅),4室2厅3卫,8451 元/m²,鹤山市－中山路－新环路,310平方米,78.60万,2016年,南,,别墅,共3层,毛坯,满二年,否,https://jiangmen.anjuke.com/prop/view/A1593920078?from=filter&spread=commsearch_p&position=1568&kwtype=filter&now_time=1556448589
业主急售 首付12万 恩平恩荣楼 精装三房送车位 看房方便,恩荣楼,3室2厅2卫,4245 元/m²,恩平市－市政府－桥峰路,106平方米,13.50万,2012年,南北,,普通住宅,高层(共8层),精装修,70年,有,满五年,商品房,是,https://jiangmen.anjuke.com/prop/view/A1618690541?from=filter&spread=commsearch_p&position=1569&kwtype=filter&now_time=1556448589
农林学位房星河花园周边配套齐全生活方便，精装修送家私家电,星河花园,3室2厅2卫,8889 元/m²,蓬江区－双龙广场－双龙大道51号,108平方米,28.80万,2008年,南北,,普通住宅,中层(共6层),精装修,70年,无,满五年,商品房,否,https://jiangmen.anjuke.com/prop/view/A1587397321?from=filter&spread=commsearch_p&position=1570&kwtype=filter&now_time=1556448589
天鹅湾稀南向单位 南北对流 装修保养新净,天鹅湾,3室2厅1卫,11160 元/m²,江海区－滘头－五邑路,112平方米,37.50万,2004年,南,,普通住宅,中层(共22层),精装修,满二年,否,https://jiangmen.anjuke.com/prop/view/A1615705872?from=filter&spread=commsearch_p&position=1571&kwtype=filter&now_time=1556448589
雍和里 独立别墅 建筑面积315方350方花园 售400万,十里方圆(别墅),5室2厅4卫,12698 元/m²,鹤山市－中山路－大雁山风景区西麓,315平方米,120.00万,2012年,南,,别墅,共3层,毛坯,满五年,是,https://jiangmen.anjuke.com/prop/view/A1589453432?from=filter&spread=commsearch_p&position=1572&kwtype=filter&now_time=1556448589
全江景豪装新楼金河湾豪庭带学位,金河湾豪庭,3室2厅2卫,11465 元/m²,蓬江区－双龙广场－天河中路25号,133.5平方米,45.90万,2014年,南,,普通住宅,高层(共18层),豪华装修,70年,有,不满二年,商品房,否,https://jiangmen.anjuke.com/prop/view/A1626469692?from=filter&spread=commsearch_p&position=1573&kwtype=filter&now_time=1556448589
白沙步梯小区金怡居高层精装修  3房  南北对流  出入方便,金怡居,3室2厅2卫,9375 元/m²,蓬江区－地王广场－永盛一街,80平方米,22.50万,2008年,南,,普通住宅,高层(共7层),精装修,70年,无,满二年,商品房,否,https://jiangmen.anjuke.com/prop/view/A1614801335?from=filter&spread=commsearch_p&position=1574&kwtype=filter&now_time=1556448589
怡福学位 益华附近 望小区湖景精装3房 对流送家电仅146万,金汇豪庭,3室2厅2卫,12167 元/m²,蓬江区－育德－丰康路37-101号,120平方米,43.80万,2008年,南,,普通住宅,低层(共28层),精装修,70年,有,满二年,商品房,否,https://jiangmen.anjuke.com/prop/view/A1614529344?from=filter&spread=commsearch_p&position=1575&kwtype=filter&now_time=1556448589
首付25万买四房！！外海精装四房单价九字头 带中心小学学位,帕佳图观园,4室2厅2卫,9981 元/m²,江海区－外海－江海四路60号,108.2平方米,32.40万,2013年,南,,普通住宅,中层(共15层),精装修,满二年,是,https://jiangmen.anjuke.com/prop/view/A1592933792?from=filter&spread=commsearch_p&position=1576&kwtype=filter&now_time=1556448589
公园一号 精装电梯3房 单价6字头  每个房间都带阳台 笋！,碧桂园公园1号,3室2厅2卫,6194 元/m²,鹤山市－中山路－鹤山大道,113平方米,21.00万,2015年,南北,,普通住宅,低层(共23层),精装修,满二年,是,https://jiangmen.anjuke.com/prop/view/A1579116304?from=filter&spread=commsearch_p&position=1577&kwtype=filter&now_time=1556448589
刚需3房  50万 置业粤港澳大湾区，户型稀有，,汇源新苑,3室2厅2卫,5319 元/m²,江海区－中环广场－金瓯路288号,94平方米,15.00万,2013年,西,,普通住宅,中层(共33层),豪华装修,满五年,是,https://jiangmen.anjuke.com/prop/view/A1608200228?from=filter&spread=commsearch_p&position=1578&kwtype=filter&now_time=1556448589
益华商圈 嘉利苑3楼 精装二房,嘉利苑,2室2厅1卫,8359 元/m²,蓬江区－金汇广场－天福路,83.5平方米,20.94万,2006年,南北,,普通住宅,中层(共8层),精装修,70年,无,满二年,商品房,否,https://jiangmen.anjuke.com/prop/view/A1611659405?from=filter&spread=commsearch_p&position=1579&kwtype=filter&now_time=1556448589
农林实验双 首付15万 送全部家私家电 可各付各税,农林新村,2室2厅1卫,5840 元/m²,蓬江区－五邑中医院－农林横路3号,75平方米,13.14万,1995年,南北,,普通住宅,中层(共7层),精装修,70年,无,满二年,商品房,是,https://jiangmen.anjuke.com/prop/view/A1630057133?from=filter&spread=commsearch_p&position=1580&kwtype=filter&now_time=1556448589
全新精装装修！送阁楼！五邑碧桂园97方三房带套间！,五邑碧桂园,3室2厅2卫,8144 元/m²,蓬江区－蓬江周边－群福路,97平方米,23.70万,2011年,北,,普通住宅,高层(共6层),豪华装修,70年,无,满五年,商品房,是,https://jiangmen.anjuke.com/prop/view/A1604850888?from=filter&spread=commsearch_p&position=1581&kwtype=filter&now_time=1556448589
急降5万！金乐居07年小区精装三房 送家私家电 真正拎包入住,金乐居小区,3室2厅2卫,7595 元/m²,蓬江区－双龙广场－西环路331号,79平方米,18.00万,2007年,南北,,普通住宅,高层(共6层),精装修,70年,无,满五年,商品房,否,https://jiangmen.anjuke.com/prop/view/A1608827987?from=filter&spread=commsearch_p&position=1582&kwtype=filter&now_time=1556448589
怡福中学学位 金汇城市广场精装3房 单价11230 临近益华,金汇城市广场,3室2厅2卫,11232 元/m²,蓬江区－金汇广场－院士路3号,138平方米,46.50万,2007年,东,,普通住宅,低层(共18层),精装修,70年,有,满二年,商品房,否,https://jiangmen.anjuke.com/prop/view/A1583017202?from=filter&spread=commsearch_p&position=1583&kwtype=filter&now_time=1556448589
一手新楼盘，合景叠翠峰洋房 带装修 三房两厅 首付10万起,合景叠翠峰,3室2厅1卫,10602 元/m²,"江海区－中环广场－东海路,近明泰二路",83平方米,26.40万,2014年,南,,普通住宅,高层(共22层),精装修,70年,有,不满二年,商品房,否,https://jiangmen.anjuke.com/prop/view/A1580600296?from=filter&spread=commsearch_p&position=1584&kwtype=filter&now_time=1556448589
骏景湾豪庭 121.8万 3室2厅2卫 精装修急售！好房不等,骏景湾豪庭,3室2厅2卫,11941 元/m²,蓬江区－中天国际－白石大道116-170号,102平方米,36.54万,2014年,东南,,普通住宅,高层(共32层),精装修,不满二年,否,https://jiangmen.anjuke.com/prop/view/A1601502768?from=filter&spread=commsearch_p&position=1585&kwtype=filter&now_time=1556448589
东门笋盘 只需10万首  你话笋吾笋,东郊路2号小区,3室2厅2卫,4692 元/m²,台山市－台山城区－东郊路2号,104平方米,14.64万,2010年,东,,普通住宅,高层(共8层),精装修,70年,无,不满二年,商品房,否,https://jiangmen.anjuke.com/prop/view/A1621482222?from=filter&spread=commsearch_p&position=1586&kwtype=filter&now_time=1556448589
万达精装2房 即买即可入户 高层 望公园 成本价卖,万达广场,2室1厅1卫,9688 元/m²,蓬江区－中天国际－广场西路,64平方米,18.60万,2014年,南,,公寓,高层(共28层),精装修,70年,有,满二年,商品房,否,https://jiangmen.anjuke.com/prop/view/A1611004564?from=filter&spread=commsearch_p&position=1587&kwtype=filter&now_time=1556448589
大平台！大平台！美景里3楼，3房2厅，带套间哦,美景里,3室2厅2卫,6612 元/m²,蓬江区－东湖公园－美景街,121平方米,24.00万,1999年,南,,普通住宅,中层(共8层),精装修,70年,无,满二年,商品房,否,https://jiangmen.anjuke.com/prop/view/A1616452260?from=filter&spread=commsearch_p&position=1588&kwtype=filter&now_time=1556448589
天鹅湾，正规大三房，南北对流，带学位，值得拥有，带平台,天鹅湾,3室2厅2卫,10870 元/m²,江海区－滘头－五邑路,138平方米,45.00万,2013年,南北,,普通住宅,低层(共9层),精装修,70年,有,满二年,商品房,否,https://jiangmen.anjuke.com/prop/view/A1592130583?from=filter&spread=commsearch_p&position=1589&kwtype=filter&now_time=1556448589
港口双学位房，*楼层5楼，3房2厅，带大柴房,兴耀花园,3室2厅2卫,4818 元/m²,开平市－幸福－曙光东路121号,110平方米,15.90万,2008年,南,,普通住宅,高层(共7层),精装修,满二年,是,https://jiangmen.anjuke.com/prop/view/A1580321395?from=filter&spread=commsearch_p&position=1590&kwtype=filter&now_time=1556448589
滨江新区保利楼。王豪装仅售毛坯价南北对流，与顶ji财富舵手为,保利中悦花园,5室2厅2卫,14508 元/m²,蓬江区－滨江新区－天沙河大道46号,193平方米,84.00万,2014年,南,,普通住宅,中层(共33层),豪华装修,70年,有,满二年,商品房,否,https://jiangmen.anjuke.com/prop/view/A1591118098?from=filter&spread=commsearch_p&position=1591&kwtype=filter&now_time=1556448589
汇悦城旁边，市中心豪装三居，骏景湾豪庭，价钱实惠！！,骏景湾豪庭,3室2厅2卫,12349 元/m²,蓬江区－中天国际－白石大道116-170号,99.6平方米,36.90万,2010年,南,,普通住宅,中层(共21层),精装修,满二年,否,https://jiangmen.anjuke.com/prop/view/A1586866919?from=filter&spread=commsearch_p&position=1592&kwtype=filter&now_time=1556448589
海伦湾高档豪装4房，带公立学位，产权清晰，拎包入住,海伦湾,4室2厅2卫,11164 元/m²,江海区－外海－江海五路,146平方米,48.90万,2014年,东南,,普通住宅,低层(共25层),豪华装修,满二年,是,https://jiangmen.anjuke.com/prop/view/A1616287955?from=filter&spread=commsearch_p&position=1593&kwtype=filter&now_time=1556448589
翠鸣苑！全屋靓装，中环旁生活方便！业主置换电梯房di价抛售,翠鸣苑,2室2厅1卫,6933 元/m²,江海区－中环广场－江翠路103-157号,75平方米,15.60万,2002年,南,,普通住宅,高层(共7层),精装修,70年,有,满二年,商品房,是,https://jiangmen.anjuke.com/prop/view/A1634580122?from=filter&spread=commsearch_p&position=1594&kwtype=filter&now_time=1556448589
电梯十楼！精装修！首付18万，生活非常方便,双龙广场,2室2厅2卫,8889 元/m²,蓬江区－双龙广场－建设二路99号,72平方米,19.20万,2008年,南,,普通住宅,中层(共15层),精装修,70年,有,满二年,商品房,否,https://jiangmen.anjuke.com/prop/view/A1581884827?from=filter&spread=commsearch_p&position=1595&kwtype=filter&now_time=1556448589
新南区超值价电梯2房 新宁学位仅售52万 真正的白菜价,祥兴雅居,2室2厅1卫,6667 元/m²,"台山市－台山城区－凤凰大道,近南安路",78平方米,15.60万,2015年,南北,,普通住宅,高层(共18层),毛坯,70年,有,不满二年,商品房,否,https://jiangmen.anjuke.com/prop/view/A1589169250?from=filter&spread=commsearch_p&position=1596&kwtype=filter&now_time=1556448589
凯旋城2楼带400方大露台，单价7300方，急售,经纬凯旋城,3室2厅2卫,7385 元/m²,鹤山市－中山路－前进南路298号,130平方米,28.80万,2014年,南,,普通住宅,低层(共8层),毛坯,70年,有,满二年,商品房,是,https://jiangmen.anjuke.com/prop/view/A1608157448?from=filter&spread=commsearch_p&position=1597&kwtype=filter&now_time=1556448589
南湖湾 正规三房 毛呸房 临近轻轨站 尽情发挥装修创意,南湖湾,3室2厅2卫,11224 元/m²,新会区－新会周边－新会大道中41号,98平方米,33.00万,2015年,南北,,普通住宅,中层(共24层),毛坯,满二年,是,https://jiangmen.anjuke.com/prop/view/A1608017625?from=filter&spread=commsearch_p&position=1598&kwtype=filter&now_time=1556448589
白沙市场附近，可电梯可步梯精装三房带套间，首付15万送大阳台,建华花园,3室2厅2卫,6074 元/m²,蓬江区－地王广场－环市三路32号,135平方米,24.60万,2003年,南,,普通住宅,高层(共8层),精装修,70年,无,满二年,商品房,否,https://jiangmen.anjuke.com/prop/view/A1615187358?from=filter&spread=commsearch_p&position=1599&kwtype=filter&now_time=1556448589
农林 实验学位 04年小区 精装三房幸福新村附近,胜利路151-159号小区,3室2厅2卫,6392 元/m²,蓬江区－五邑中医院－胜利路151-159号,97平方米,18.60万,2004年,南北,,普通住宅,中层(共8层),精装修,70年,有,不满二年,商品房,否,https://jiangmen.anjuke.com/prop/view/A1586936979?from=filter&spread=commsearch_p&position=1600&kwtype=filter&now_time=1556448589
台山华浩国际城，精装修，新宁学位房，业主诚意出售，不买亏急！,华浩国际城,3室2厅2卫,7205 元/m²,台山市－台山城区－沙岗湖路,136平方米,29.40万,2014年,南,,普通住宅,中层(共11层),精装修,不满二年,否,https://jiangmen.anjuke.com/prop/view/A1602682713?from=filter&spread=commsearch_p&position=1601&kwtype=filter&now_time=1556448589
首付15万 笋 金域华府2016年小区 业主急售 正规3房2,金域华府,3室2厅1卫,8588 元/m²,蓬江区－杜阮－江杜东路185号,85平方米,21.90万,2016年,南,,普通住宅,中层(共28层),毛坯,70年,有,满五年,商品房,否,https://jiangmen.anjuke.com/prop/view/A1611876980?from=filter&spread=commsearch_p&position=1602&kwtype=filter&now_time=1556448589
小G推介 天鹅湾 南向3房 可做上下两层复式,天鹅湾,3室2厅1卫,10699 元/m²,江海区－滘头－五邑路,112.2平方米,36.00万,2014年,南,,普通住宅,高层(共18层),毛坯,不满二年,否,https://jiangmen.anjuke.com/prop/view/A1575359724?from=filter&spread=commsearch_p&position=1603&kwtype=filter&now_time=1556448589
傲城花园 首付不用20万 也不用15万 只需10万！业主急售,傲城花园,2室2厅2卫,4459 元/m²,新会区－新会周边－新鳌大道,89.7平方米,12.00万,2011年,南,,暂无,中层(共18层),精装修,70年,有,满五年,商品房,是,https://jiangmen.anjuke.com/prop/view/A1632505024?from=filter&spread=commsearch_p&position=1604&kwtype=filter&now_time=1556448589
首付17万坚美园电梯高层 南北对7千6一方 100万费用全包,碧桂园坚美园,3室2厅2卫,7692 元/m²,鹤山市－坚美广场－鹤山大道,130平方米,30.00万,2012年,南,,普通住宅,高层(共8层),精装修,满二年,否,https://jiangmen.anjuke.com/prop/view/A1625279771?from=filter&spread=commsearch_p&position=1605&kwtype=filter&now_time=1556448589
业主找有缘人 有喜欢 领美带大露台种花养小动物的吗时尚装修,领美花园,3室2厅2卫,7840 元/m²,开平市－祥龙－祥龙中路50号,125平方米,29.40万,2012年,东北,,普通住宅,低层(共21层),精装修,70年,有,满五年,商品房,否,https://jiangmen.anjuke.com/prop/view/A1595219399?from=filter&spread=commsearch_p&position=1606&kwtype=filter&now_time=1556448589
坚美园位置 毛坯128方大三房 南北对流 采光充足 笋盘,碧桂园坚美园,3室2厅2卫,6875 元/m²,鹤山市－坚美广场－鹤山大道,128平方米,26.40万,2015年,南北,,普通住宅,低层(共18层),毛坯,70年,有,不满二年,商品房,否,https://jiangmen.anjuke.com/prop/view/A1593346939?from=filter&spread=commsearch_p&position=1607&kwtype=filter&now_time=1556448589
上城骏园  稀有放盘 尊享品zhi生活  绿树成荫,上城骏园,3室2厅2卫,16379 元/m²,北新－北新区－丰乐路,116平方米,57.00万,2013年,南,,普通住宅,中层(共18层),精装修,70年,有,满二年,商品房,是,https://jiangmen.anjuke.com/prop/view/A1596203154?from=filter&spread=commsearch_p&position=1608&kwtype=filter&now_time=1556448589
范罗冈小学学位房，电梯2房2厅,常安广场,2室2厅1卫,7802 元/m²,蓬江区－地王广场－堤中路68号,91平方米,21.30万,2014年,南,,普通住宅,中层(共16层),精装修,70年,有,不满二年,商品房,否,https://jiangmen.anjuke.com/prop/view/A1626623871?from=filter&spread=commsearch_p&position=1609&kwtype=filter&now_time=1556448589
27万首付 明泰城 毛坯三房 入读景贤名校,明泰城,3室2厅1卫,10537 元/m²,江海区－滘头－东海路,93平方米,29.40万,2016年,南,,普通住宅,中层(共33层),毛坯,不满二年,否,https://jiangmen.anjuke.com/prop/view/A1616916527?from=filter&spread=commsearch_p&position=1610&kwtype=filter&now_time=1556448589
笋盘，快抢了，15万首付4楼，城北商业城附近，装修自己看,桥湖路152号小区,3室2厅2卫,4527 元/m²,台山市－台山城区－桥湖路152号,110平方米,14.94万,1998年,南,,普通住宅,中层(共8层),豪华装修,70年,有,不满二年,商品房,否,https://jiangmen.anjuke.com/prop/view/A1606974625?from=filter&spread=commsearch_p&position=1611&kwtype=filter&now_time=1556448589
朋友屋诚意出售全新装修未入住，碧桂园滨江壹号一梯一户，随时看,碧桂园滨江壹号,3室2厅2卫,13810 元/m²,"蓬江区－滨江新区－天沙河路,近新昌路",168平方米,69.60万,2017年,南北,,平房,低层(共20层),精装修,70年,有,满二年,商品房,是,https://jiangmen.anjuke.com/prop/view/A1633466257?from=filter&spread=commsearch_p&position=1612&kwtype=filter&now_time=1556448589
金碧涛居健步中层119方3房2厅2卫售85万,金碧涛居,3室2厅2卫,7143 元/m²,蓬江区－杜阮－杜阮中路,119平方米,25.50万,2013年,南北,,普通住宅,中层(共8层),精装修,70年,无,满二年,商品房,否,https://jiangmen.anjuke.com/prop/view/A1600343691?from=filter&spread=commsearch_p&position=1613&kwtype=filter&now_time=1556448589
首付只要10几万买外海中心小学学位房，单价低！,世纪新象,3室2厅2卫,4829 元/m²,江海区－外海－阳山大路9号,99.4平方米,14.40万,1998年,南,,普通住宅,高层(共7层),简单装修,70年,无,满二年,商品房,否,https://jiangmen.anjuke.com/prop/view/A1599070997?from=filter&spread=commsearch_p&position=1614&kwtype=filter&now_time=1556448589
岭南印象全景电梯洋房可望半个江门中间楼层！全新装修！首付低！,岭南印象,3室2厅2卫,11607 元/m²,蓬江区－地王广场－胜利北路,112平方米,39.00万,2015年,南,,普通住宅,中层(共32层),精装修,70年,有,满二年,商品房,是,https://jiangmen.anjuke.com/prop/view/A1601806840?from=filter&spread=commsearch_p&position=1615&kwtype=filter&now_time=1556448589
君悦雅轩靓位置毛坯复式四房，南北一字楼，不近路,潮江路96号小区,4室2厅3卫,8800 元/m²,蓬江区－东湖公园－潮江路96号,250平方米,66.00万,2016年,南北,,普通住宅,高层(共17层),毛坯,70年,有,满二年,商品房,是,https://jiangmen.anjuke.com/prop/view/A1617617409?from=filter&spread=commsearch_p&position=1616&kwtype=filter&now_time=1556448589
海伦湾精装两房 一线江景 家私电器齐全 领包入住 带学位！,海伦湾,2室2厅1卫,10710 元/m²,江海区－外海－江海五路,77.5平方米,24.90万,2013年,南,,普通住宅,高层(共26层),精装修,70年,有,满二年,商品房,否,https://jiangmen.anjuke.com/prop/view/A1606645645?from=filter&spread=commsearch_p&position=1617&kwtype=filter&now_time=1556448589
泮海蓝湾95方108万电梯毛坯房，正常过户,泮海蓝湾,3室2厅1卫,11368 元/m²,蓬江区－双龙广场－迎宾大道50号,95平方米,32.40万,2014年,南北,,普通住宅,低层(共29层),毛坯,70年,有,满二年,商品房,是,https://jiangmen.anjuke.com/prop/view/A1581281075?from=filter&spread=commsearch_p&position=1618&kwtype=filter&now_time=1556448589
首付仅15万！低楼层三楼经纬花园68方，全新精装火热看房中,经纬花园东苑,2室2厅2卫,6882 元/m²,鹤山市－中山路－前进南路,68平方米,14.04万,2008年,南北,,普通住宅,中层(共7层),精装修,不满二年,否,https://jiangmen.anjuke.com/prop/view/A1626776604?from=filter&spread=commsearch_p&position=1619&kwtype=filter&now_time=1556448589
良化西底楼层底首付南北对流楼下公园。,良化新村西,3室2厅2卫,8023 元/m²,蓬江区－良化新村－迎宾大道,87平方米,20.94万,2003年,南北,,普通住宅,中层(共8层),豪华装修,70年,有,满二年,商品房,否,https://jiangmen.anjuke.com/prop/view/A1603250849?from=filter&spread=commsearch_p&position=1620&kwtype=filter&now_time=1556448589
